RL100-Code;RL100-Langname;RL100-Kurzname;Typ Lang;Betriebszustand;PLC;Datum ab;Datum bis;Niederlassung
IBGKU;Grünauer Kreuz                      (Sp);Grünauer Kreuz;Sp;Betrieb;;20201001;;1
IBGOL;Golm                                (Uw);Golm;Uw;Betrieb;;20201001;;1
IBGS;Berlin-Gesundbrunnen                (Uw);Bln-Gesundbr  Uw;Guw;Betrieb;;20201001;;1
IBGSA;Berlin-Gesundbrunnen Bstg A        (Sst);Bln-Gesbr A  Sst;Sst;Betrieb;;20201001;;1
IBGSB;Berlin-Gesundbrunnen Bstg B        (Sst);Bln-Gesbr B  Sst;Sst;Betrieb;;20201001;;1
IBGSS;Berlin Greifswalder Straße         (GUw);Greifsw Str  GUw;Guw;Betrieb;;20201001;;8
IBGWS;Berlin-Grunewald                   (Sst);Bln-Grunew Sst;Sst;Betrieb;;20201001;;8
IBHAL;Berlin-Halensee                     (Uw);Bln-Halensee  Uw;Guw;Betrieb;;20201001;;1
IBHAS;Berlin-Halensee                    (Sst);Bln-Halensee Sst;Sst;Betrieb;;20201001;;1
IBHBE;Halbe                               (Sp);Halbe;Sp;Betrieb;;20201001;;1
IBHBF;Berlin Hauptbahnhof                (GUw);Bln Hauptbf GUw;Guw;Betrieb;;20201001;;8
IBHBS;Berlin Hauptbahnhof                (Sst);Bln Hauptbf Sst;Sst;Betrieb;;20201001;;8
IBHBT;Berlin Hauptbahnhof Tief           (Sst);Bln Hbf Tief Sst;Sst;Planung;;20201001;;8
IBHC;Hosena VSS;VSS Hosena;Schstr;Betrieb;;20120701;;0
IBHDS;Berlin-Hermsdorf                   (Sst);Bln-Hermsdf  Sst;Sst;Betrieb;;20201001;;8
IBHED;Berlin-Hermsdorf                    (Uw);Bln-Hermsdorf Uw;Guw;Betrieb;;20201001;;8
IBHEI;Berlin Heidelberger Platz           (Uw);Heidelbger Pl Uw;Guw;Betrieb;;20201001;;8
IBHER;Berlin Oderstraße                   (Uw);Oderstraße    Uw;Guw;Betrieb;;20201001;;8
IBHES;Berlin Hermannstraße               (Sst);Hermannstr   Sst;Sst;Betrieb;;20201001;;8
IBHFA;Berlin Ostbahnhof alt              (GUw);Bln Ostbf alt;Guw;Betrieb;;20080101;;1
IBHGM;Strausberg Hegermühle               (Uw);Hegermühle    Uw;Guw;Betrieb;;20201001;;8
IBHGS;Hohen Neuendorf (b Berlin)  (Sst am GUw);Hoh Neuend SstGU;Sst;Betrieb;;20201001;;1
IBHLS;Berlin-Heiligensee                  (Uw);Heiligensee   Uw;Guw;Betrieb;;20201001;;1
IBHN;Hohen Neuendorf (b Berlin)          (Sp);Hohen Neuendorf;Sp;Betrieb;;20201001;;1
IBHND;Hennigsdorf                        (Guw);Hennigsdorf  Guw;Guw;Betrieb;;20201001;;1
IBHNG;Hohen Neuendorf (b Berlin)         (GUw);Hohen Neuend GUw;Guw;Betrieb;;20201001;;1
IBHNK;Hohen Neuendorf (Brandenburg)  (GKs Hon);Neuendorf  (GKs);GKs;Planung;;20190511;;0
IBHNS;Hohen Neuendorf (b Berlin)         (Sst);Hohen Neuend Sst;Sst;Betrieb;;20201001;;1
IBHO;Berlin Hohenzollerndamm            (Sst);Hohenzolld   Sst;Sst;Betrieb;;20201001;;8
IBHPN;Hoppegarten (Mark)                  (Uw);Hoppegarten(M)Uw;Guw;Betrieb;;20201001;;1
IBHPS;Hoppegarten                        (Sst);Hoppegarten Sst;Sst;Betrieb;;20201001;;1
IBHRA;Horka                               (AT);Horka         AT;Ats;Planung;;20130323;;0
IBHSH;Berlin-Hohenschönhausen             (Uw);Bln-Hohenschh Uw;Guw;Betrieb;;20030101;;1
IBHST;Berlin Heerstraße                  (Sst);Heerstraße   Sst;Sst;Betrieb;;20201001;;8
IBIP;Berlin Innsbrucker Platz           (Sst);Innsbr Pl    Sst;Sst;Betrieb;;20201001;;8
IBJB;Berlin Jannowitzbrücke              (Uw);Janowitzbrücke U;Guw;Betrieb;;20201001;;8
IBJUE;Jüterbog                            (Sp);Jüterbog;Sp;Betrieb;;20201001;;1
IBJUN;Berlin Jungfernheide                (Uw);Jungfernheide Uw;Guw;Betrieb;;20201001;;8
IBKAG;Berlin-Karow                       (GUw);Bln-Karow    GUw;Guw;Betrieb;;20201001;;1
IBKAU;Berlin-Karow                        (Uw);Bln-Karow     UW;Uw;Betrieb;;20201001;;1
IBKBK;Berlin Karl-Bonhoeffer-Nervenkl    (Guw);K-Bonh-NKl   Guw;Guw;Betrieb;;20201001;;8
IBKD;Berlin-Kaulsdorf                    (Uw);Bln-Kaulsdorf Uw;Guw;Betrieb;;20030101;;1
IBKH;Berlin-Karlshorst                   (Uw);Karlshorst    Uw;Guw;Betrieb;;20030101;;1
IBKHD;Berlin Köllnische Heide            (Sst);Kölln Heide  Sst;Sst;Betrieb;;20201001;;8
IBKHS;Berlin-Karlshorst                  (Sst);Karlshorst Sst;Sst;Betrieb;;20080101;;1
IBKP;Berlin-Köpenick                     (Uw);Bln-Köpenick  Uw;Guw;Betrieb;;20030101;;1
IBKPA;Berlin-Köpenick alt                (GUw);Bln-Köpenick alt;Guw;Betrieb;;20080101;;1
IBKPS;Berlin-Köpenick                    (Sst);Köpenick Sst;Sst;Betrieb;;20080101;;1
IBKW;Königs Wusterhausen                 (Uw);Kö Wusterh    Uw;Guw;Betrieb;;20201001;;1
IBLAK;Berlin-Lankwitz                     (Uw);Lankwitz      Uw;Guw;Betrieb;;20201001;;8
IBLAS;Berlin Landsberger Allee (Sst);Landsb A Sst;Sst;Betrieb;;20201001;;8
IBLIO;Berlin-Lichterfelde Ost            (Sst);Bln-Lichtf O Sst;Sst;Betrieb;;20201001;;8
IBLIS;Berlin-Lichterfelde Süd             (Uw);Lichterfde Süd U;Guw;Betrieb;;20201001;;8
IBLIW;Berlin-Lichterfelde West            (Uw);Bln-Lichterf W U;Guw;Betrieb;;20201001;;1
IBLN;Lübbenau (Spreewald)                (Sp);Lübbenau(Sprw);Sp;Betrieb;;20030101;;1
IBLNN;Lübbenau (Spreewald)            (Sp neu);Lübbenau(Sprw);Sp;Planung;;20091219;;1
IBLNS;Lübbenau Süd Schutzstrecke;Lübbenau Schstr;Schstr;Betrieb;;20050205;;0
IBLO;Berlin-Lichtenberg                  (Uw);Bln-Lichtenbg Uw;Guw;Betrieb;;20030101;;1
IBLOA;Lohsa/West                          (AT);Lohsa/West    AT;Ats;Betrieb;;20150824;;4
IBLOW;Lohsa/West                         (Urw);Lohsa/West   Urw;Urw;Planung;;20131206;;4
IBLRD;Berlin-Lichtenrade                 (Sst);Lichtenrade  Sst;Sst;Betrieb;;20201001;;1
IBLST;Berlin Landsberger Allee            (Uw);Landsberger A Uw;Guw;Betrieb;;20201001;;8
IBLT;Berlin NSV Nord                   (Olsp);Bln NSV Nord;Fwst;Betrieb;;20201001;;0
IBLTA;Lindthal Abzweig VSS;VSS Abz Lindthal;Schstr;Betrieb;;20120701;;0
IBLWS;Berlin-Lichterfelde West           (Sst);Bln-Lichterf W S;Sst;Betrieb;;20201001;;1
IBMAH;Mahlow                              (Uw);Mahlow        Uw;Guw;Betrieb;;20201001;;1
IBMAR;Berlin-Marzahn                      (Uw);Bln-Marzahn   Uw;Guw;Betrieb;;20030101;;1
IBMAS;Mahlow                             (Sst);Mahlow       Sst;Sst;Betrieb;;20201001;;1
IBMC;Mücka                               (AT);Mücka         AT;Ats;Planung;;20130323;;4
IBMDF;Berlin-Mahlsdorf                   (Sst);Mahlsdorf Sst;Sst;Betrieb;;20201001;;1
IBMEX;Berlin Mexikoplatz                  (Uw);Mexikoplatz   Uw;Guw;Betrieb;;20201001;;8
IBMF;Berlin-Marienfelde                  (Uw);Bln-Marienfde Uw;Guw;Betrieb;;20201001;;1
IBMFS;Berlin-Marienfelde                 (Sst);Bln-Marienf  Sst;Sst;Betrieb;;20201001;;1
IBMKD;Berlin Netzleitstelle Markgrafendamm;Markgrafendamm N;NLZ;Betrieb;;20200401;;1
IBMM;Mühlenbeck-Mönchmühle               (Uw);Mühlenbeck-M  Uw;Guw;Betrieb;;20201001;;8
IBMXS;Berlin Mexikoplatz                 (Sst);Mexikoplatz  Sst;Sst;Betrieb;;20201001;;8
IBNB;Berlin Nordbahnhof                  (Uw);Bln Nordbf    Uw;Guw;Betrieb;;20201001;;8
IBNE;Neuhof (b Zossen)                   (Uw);Neuhof(b Zossen);Uw;Betrieb;;20201001;;1
IBNI;Berlin-Nikolassee                   (Uw);Nikolassee    Uw;Guw;Betrieb;;20201001;;8
IBNKN;Berlin-Neukölln                     (Uw);Bln-Neukölln  Uw;Guw;Betrieb;;20201001;;1
IBNKR;Berlin Nordkreuz;Nordkreuz;Sp;Betrieb;;20201001;;0
IBNPL;Berlin Nöldnerplatz                (Guw);Nöldnerpl    Guw;Guw;Betrieb;;20201001;;8
IBOK;Berlin Markgrafendamm               (Uw);Markgrafend   Uw;Guw;Betrieb;;20201001;;1
IBOKN;Berlin Ostkreuz                     (Sp);Ostkreuz;Sp;Betrieb;;20080101;;1
IBOKR;Berlin Ostkreuz                    (Sst);Bln Ostkreuz Sst;Sst;Betrieb;;20201001;;1
IBOLS;Berlin Olympiastadion               (Uw);Olympiastadion U;Guw;Betrieb;;20201001;;8
IBOR;Oranienburg                       (Guw);Oranienburg  Guw;Guw;Betrieb;;20201001;;1
IBORB;Oranienburg (Sst);Oranienburg Sst;Sst;Betrieb;;20201001;;8
IBORS;Berlin Oranienburger Straße        (Sst);Oranienb Str Sst;Sst;Betrieb;;20201001;;8
IBOSB;Berlin Ostbahnhof                  (GUw);Bln Ostbf    GUw;Guw;Betrieb;;20201001;;8
IBOSW;Berlin Ostbahnhof Westkopf         (Sst);Bln Ostbf WKopf;Sst;Betrieb;;20201001;;8
IBP;Plessa                              (Sp);Plessa;Sp;Betrieb;;20030101;;4
IBPAP;Berlin Papestraße                   (Uw);Bln Papestr   Uw;Guw;Betrieb;;20201001;;8
IBPB;Berlin Perleberger Brücke          (GUw);Bln Perlebbr GUw;Guw;Planung;;20201001;;8
IBPD;Potsdam                             (Uw);Potsdam       Uw;Guw;Betrieb;;20201001;;1
IBPHD;Berlin-Pankow-Heinersdorf           (Uw);Pankow-Hein   Uw;Guw;Betrieb;;20201001;;1
IBPHZ;Berlin-Pankow-Heinersdorf          (ZES);Pankow-Hein  ZES;Zes;Betrieb;;20201001;;0
IBPIC;Berlin Pichelsberg                 (Sst);Pichelsberg  Sst;Sst;Betrieb;;20201001;;8
IBPKR;Berlin-Pankow                       (Uw);Bln-Pankow    Uw;Guw;Betrieb;;20201001;;1
IBPKS;Berlin-Pankow                      (Sst);Bln-Pankow   Sst;Sst;Betrieb;;20201001;;1
IBPLA;Berlin Prenzlauer Allee             (Uw);Prenzlauer A  Uw;Guw;Betrieb;;20201001;;8
IBPOE;Berlin Poelchaustraße               (Uw);Poelchaustr   Uw;Guw;Betrieb;;20201001;;8
IBPOO;Berlin NSV Süd                    (Olsp);Bln NSV Süd;Fwst;Betrieb;;20201001;;0
IBPOP;Berlin Potsdamer Platz (unten)     (Sst);Potsd Pl (u) Sst;Sst;Betrieb;;20201001;;8
IBPOT;Priort                              (Uw);Priort;Uw;Betrieb;;20201001;;1
IBPOU;Berlin Potsdamer Platz             (Guw);Potsd Pl     Guw;Guw;Betrieb;;20201001;;8
IBPRS;Berlin Priesterweg                  (Uw);Priesterweg   Uw;Guw;Betrieb;;20201001;;8
IBPSA;Berlin Priesterweg GUw (Sst);Priesterw Uw Sst;Sst;Betrieb;;20201001;;8
IBPSB;Berlin Priesterweg                 (Sst);Priesterweg  Sst;Sst;Betrieb;;20201001;;8
IBRD;Berlin-Rahnsdorf                    (Uw);Rahnsdorf     Uw;Guw;Betrieb;;20201001;;1
IBRGB;Berlin-Rummelsburg                  (Uw);Bln-Rummelsbg;dUw;a.B.;;20170720;;1
IBRGT;Röntgental                          (Uw);Röntgental    Uw;Guw;Betrieb;;20201001;;8
IBRST;Berlin Rathaus Steglitz             (Uw);Rathaus Stegl Uw;Guw;Betrieb;;20201001;;8
IBRU;Ruhland                             (Sp);Ruhland     (Sp);Sp;Planung;;20130323;;4
IBRUS;Ruhland Süd RSS;RSS Ruhland Süd;Schstr;Betrieb;;20120701;;0
IBRUW;Ruhland West VSS;VSS Ruhland West;Schstr;Betrieb;;20120701;;0
IBSAL;Berlin Schönhauser Allee            (Uw);Schönhauser A Uw;Guw;Betrieb;;20201001;;1
IBSAP;Berlin Savignyplatz                (Sst);Savignyplatz Sst;Sst;Betrieb;;20201001;;8
IBSC;Berlin Schichauweg                  (Uw);Schichauweg   Uw;Guw;Betrieb;;20201001;;8
IBSCG;Berlin Schichauweg          (Sst am GUw);Schichauw SstGUw;Sst;Betrieb;;20201001;;8
IBSCS;Berlin Schichauweg                 (Sst);Schichauweg  Sst;Sst;Betrieb;;20201001;;8
IBSDE;Berlin Südende                     (Sst);Südende      Sst;Sst;Betrieb;;20201001;;8
IBSGR;Berlin-Schöneberg                   (Uw);Bln-Schönebg  Uw;Guw;Betrieb;;20201001;;8
IBSKR;Berlin Südkreuz;Südkreuz;Sp;Betrieb;;20201001;;0
IBSN;Senftenberg                         (Sp);Senftenberg   Sp;Sp;Betrieb;;20180321;;4
IBSNF;Schönfließ S-Bahn                  (Guw);Schönfließ S Guw;Guw;Betrieb;;20201001;;8
IBSNL;Berlin-Schönholz                    (Uw);Bln-Schönholz Uw;Guw;Betrieb;;20201001;;1
IBSNS;Berlin-Schönholz                   (GKs);Bln-Schönhz  GKs;GKs;Betrieb;;20201001;;1
IBSO;Berlin Sonnenallee                 (Sst);Sonnenallee  Sst;Sst;Betrieb;;20201001;;8
IBSPD;Berlin-Spandau                      (Sp);Bln-Spandau;Sp;Betrieb;;20201001;;1
IBSPF;Berlin-Spindlersfeld               (Guw);Spindlersf   Guw;Guw;Betrieb;;20201001;;1
IBSPS;Berlin-Spandau                     (Sst);Bln-Spandau  Sst;Sst;Betrieb;;20201001;;1
IBSR;Skyro VSS;VSS Skyro;Schstr;Betrieb;;20120701;;0
IBSRR;Berlin-Schöneberg Ring             (Sst);Bln-Schöneb Ring;Sst;Betrieb;;20201001;;8
IBSRV;Berlin-Schöneberg Vorort           (Sst);Bln-Schöneb VOrt;Sst;Betrieb;;20201001;;8
IBSRW;Berlin-Stresow                      (Uw);Stresow       Uw;Guw;Betrieb;;20201001;;8
IBST;Strausberg                         (Guw);Strausberg   Guw;Guw;Betrieb;;20201001;;1
IBSTN;Strausberg Nord                    (Guw);Strausbg N   Guw;Guw;Betrieb;;20201001;;1
IBSTO;Berlin Storkower Straße            (GUw);Storkower Str Uw;Guw;Betrieb;;20201001;;8
IBSWA;Berlin-Schöneweide I               (Sst);Schönewde Sst I;Sst;Betrieb;;20080101;;1
IBSWB;Berlin-Schöneweide II              (Sst);Schönewde Sst II;Sst;Betrieb;;20080101;;1
IBSWP;Berlin-Schöneweide                  (Uw);Bln-Schönew   Uw;Guw;Betrieb;;20030101;;1
IBTF;Berlin-Tempelhof                   (Sst);Bln-Tempelh  Sst;Sst;Betrieb;;20201001;;1
IBTFA;Berlin-Tempelhof I                 (Sst);Bln-Thf Sst I;Sst;Betrieb;;20201001;;1
IBTFB;Berlin-Tempelhof II                (Sst);Bln-Thf Sst II;Sst;Betrieb;;20201001;;1
IBTG;Berlin-Tegel                        (Uw);Bln-Tegel     Uw;Guw;Betrieb;;20201001;;1
IBTGN;Berlin-Tiergarten                   (Uw);Tiergarten    Uw;Guw;Betrieb;;20201001;;8
IBTHF;Berlin-Tempelhof                   (Guw);Bln-Thf Guw;Guw;Betrieb;;20201001;;1
IBTHR;Thyrow                             (Urw);Thyrow       Urw;Urw;Betrieb;;20201001;;1
IBTHU;Thyrow                         (Urw neu);Thyrow;Urw;Planung;;20201001;;1
IBTP;Berlin Treptower Park               (Uw);Treptower P   Uw;Guw;Betrieb;;20201001;;1
IBTPS;Berlin Treptower Park              (Sst);Treptower P  Sst;Sst;Betrieb;;20201001;;1
IBUDL;Berlin Unter den Linden (unten)    (Sst);U d Linden (u);Sst;Betrieb;;20201001;;8
IBUK;Uckro                               (Ks);Uckro;Ks;a.B.;;20170720;;1
IBWAI;Berlin-Waidmannslust               (Sst);Waidmannsl   Sst;Sst;Betrieb;;20201001;;8
IBWAM;Waßmannsdorf                       (GUW);Waßmannsdf GUW;Guw;Betrieb;;20201001;;8
IBWEG;Berlin-Westend                     (Sst);Westend      Sst;Sst;Betrieb;;20201001;;8
IBWES;Berlin-Westend                      (Uw);Westend       Uw;Guw;Betrieb;;20201001;;8
IBWG;Wiesenburg (Mark)                   (Sp);Wiesenburg(M);Sp;Betrieb;;20030101;;4
IBWH;Berlin Westhafen                    (Uw);Westhafen     Uw;Guw;Betrieb;;20201001;;8
IBWHR;Berlin Wuhlheide                    (Sp);Wuhlheide;Sp;Betrieb;;20080101;;1
IBWIN;Berlin-Wittenau                     (Uw);Wittenau      Uw;Guw;Betrieb;;20201001;;8
IBWIS;Berlin-Wittenau Nordbahn          (Sst);Wittenau     Sst;Sst;Betrieb;;20201001;;8
IBWKR;Berlin Westkreuz;Westkreuz;Sp;Betrieb;;20201001;;1
IBWL;Berlin-Wilmersdorf                  (Uw);Bln-Wilmersdf Uw;Guw;Betrieb;;20201001;;1
IBWLN;Berlin-Witzleben                   (Sst);Witzleben    Sst;Sst;Betrieb;;20201001;;8
IBWM;Berlin-Wilhelmsruh                 (Sst);Bln-Wilhruh  Sst;Sst;Betrieb;;20201001;;8
IBWOK;Berlin Wollankstraße               (Sst);Wollankstr   Sst;Sst;Betrieb;;20201001;;8
IBWRR;Berlin Westkreuz Ring              (Sst);Westkr Ring  Sst;Sst;Betrieb;;20201001;;1
IBWRS;Berlin Warschauer Straße           (Sst);Bln Warsch Sst;Sst;Betrieb;;20201001;;1
IBWRV;Berlin Westkreuz Vorort            (Sst);Westkr VOrt  Sst;Sst;Betrieb;;20201001;;1
IBWS;Berlin-Wannsee                      (Uw);Bln-Wannsee   Uw;Guw;Betrieb;;20201001;;1
IBWSB;Berlin-Wannsee Bstg B              (Sst);Bln-Wanns B  Sst;Sst;Betrieb;;20201001;;1
IBWSE;Berlin-Wannsee                     (Sst);Bln-Wannsee  Sst;Sst;Betrieb;;20201001;;1
IBWSS;Berlin-Wannsee Betriebswerkstatt   (Sst);Wannsee Bwst Sst;Sst;Betrieb;;20201001;;1
IBZD;Berlin-Zehlendorf                  (Sst);Bln-Zehlend  Sst;Sst;Betrieb;;20201001;;8
IBZEP;Zepernick                          (GKs);Zepernick GKs;GKs;Betrieb;;20201001;;8
IBZN;Zeuthen                             (Uw);Zeuthen       Uw;Guw;Betrieb;;20201001;;1
IBZOO;Berlin Zoologischer Garten          (Uw);Bln Zool Gtn  Uw;Guw;Betrieb;;20201001;;1
IBZOS;Berlin Zoologischer Garten         (Sst);Bln Zool Gtn Sst;Sst;Betrieb;;20201001;;1
IBZRB;Verbundleitsys. Zentralrechner Karlsruhe;VLS ZR Karlsruhe;fb-Zes;Betrieb;;20190906;;0
IDAZ;Radebeul-Zitzschewig                (Sp);Zitzschewig;Sp;Betrieb;;20030101;;4
IDBOE;Böhla                               (Uw);Böhla;Uw;Betrieb;;20030101;;4
IDC;Chemnitz                            (Uw);Chemnitz;Uw;Betrieb;;20030101;;4
IDDE;Döbeln                              (Ks);Döbeln;Ks;Betrieb;;20030101;;4
IDF;Dresden-Friedrichstadt              (Sp);Dre-Friedrst;Sp;Betrieb;;20030101;;4
IDGC;Großenhain VSS;VSS Großenhain;Schstr;Betrieb;;20120701;;0
IDGLA;Glaubitz RSS;RSS Glaubitz;Schstr;Betrieb;;20120701;;0
IDGLS;Glauchau-Schönbörnchen              (Sp);Glauchau-Sch;Sp;Betrieb;;20030101;;4
IDGZ;Gößnitz                             (Uw);Gößnitz;Uw;Betrieb;;20030101;;4
IDKC;Klingenberg-Colmnitz                (Sp);Klingenb-Colm;Sp;Betrieb;;20030101;;4
IDKTF;Dresden Flughafen                 (Olsp);Dre Flughafen;Fwst;Planung;;20160312;;0
IDNS;Dresden-Niedersedlitz               (Uw);Dre-Niedersedl;Uw;Betrieb;;20030101;;4
IDP;Plauen                              (Ks);Plauen        Ks;Ks;Betrieb;;20130323;;4
IDR;Riesa                               (Uw);Riesa;Uw;Betrieb;;20030101;;4
IDRO;Röderau VSS;VSS Röderau;Schstr;Betrieb;;20120701;;0
IDSN;Schöna SYSTR;SYSTR Schöna;Schstr;Betrieb;;20120701;;0
IDSTT;Dresden-Stetzsch                    (Uw);Dre-Stetzsch;Uw;Betrieb;;20030101;;4
IDWR;Werdau                              (Uw);Werdau;Uw;Betrieb;;20030101;;4
IDZN;Zeithain Bogendreieck VSS;VSS Zeith Bogend;Schstr;Betrieb;;20120701;;0
IEALN;Altena (Westf)                      (Ks);Altena;Ks;Betrieb;;20030101;;3
IEBO;Bochum                              (Sp);Bochum;Sp;Betrieb;;20201001;;3
IEBOM;Bochum                             (Ola);Bochum;Fwst;Betrieb;;20201001;;3
IEBPR;Bochum Präsident                    (Sp);Bo Präsident;Sp;Betrieb;;20201001;;3
IEBRM;Bochum Präsident                   (OLA);Bo Präsident;Fwst;Betrieb;;20201001;;3
IEBTH;Bottrop                             (Sp);Bottrop;Sp;Betrieb;;20030101;;3
IEBWE;Brackwede                           (Sp);Brackwede;Sp;Betrieb;;20030101;;3
IEDAK;Datteln                             (Kw);Datteln;Kw;Betrieb;;20201001;;3
IEDAT;Datteln                             (Uw);Datteln;Uw;Betrieb;;20201001;;3
IEDEV;Dortmund-Eving                      (Sp);Eving;Sp;Betrieb;;20080101;;3
IEDG;Duisburg                            (Uw);Duisburg;Uw;Betrieb;;20080101;;3
IEDLS;Dortmund Lütgendortmund-Tunnel    (Olsp);Lütgendortm-T;Fwst;Betrieb;;20060101;;0
IEDO;Dortmund                            (Uw);Dortmund;Uw;Betrieb;;20080101;;3
IEDOI;Dortmund                            (Sp);Dortmund;Sp;Betrieb;;20080101;;3
IEDOZ;Dortmund ZES West;Dortmund     ZES;Zes;Betrieb;;20040826;;0
IEDSH;Dortmund-Scharnhorst                (Uw);Scharnhorst;Uw;Betrieb;;20080101;;3
IEDSN;Deusen                              (Sp);Deusen;Sp;Betrieb;;20030101;;3
IEDUL;Dülmen                              (Ks);Dülmen;Ks;Betrieb;;20030101;;3
IEDUM;Dülmen                             (Ola);Dülmen;Fwst;Betrieb;;20200401;;3
IEE;Essen                               (Uw);Essen;Uw;Betrieb;;20201001;;3
IEEL;Elten                              (Gsp);Elten;GSp;Betrieb;;20200401;;3
IEELM;Elten                              (Ola);Elten;Fwst;Betrieb;;20080101;;3
IEEM;Emmerich                            (Ks);Emmerich;Ks;Betrieb;;20030101;;3
IEEMG;Emmerich                           (GUw);Emmerich;Guw;Betrieb;;20030101;;3
IEEMM;Emmerich Schalthaus Mitte;Emmerich Sh Mi;GSp;Betrieb;;20030101;;3
IEEMO;Emmerich Schalthaus Ost;Emmerich Sh O;GSp;Betrieb;;20030101;;3
IEEMW;Emmerich Schalthaus West;Emmerich Sh W;GSp;Betrieb;;20030101;;3
IEERI;Ehringhausen (Kr Lippstadt)         (Uw);Ehringhausen;Uw;Betrieb;;20080101;;3
IEERM;Ehringhausen                       (Ola);Ehringhausen;Fwst;Betrieb;;20200401;;3
IEEST;Essen-Steele                        (Sp);Essen-Steele;Sp;Betrieb;;20201001;;3
IEESW;Emmerich Systemwechsel Fr Strecke (Fwst);Emmerich Systemw;Fwst;Betrieb;;20160628;;3
IEFP;Finnentrop                          (Uw);Finnentrop;Uw;Betrieb;;20030101;;3
IEGS;Gelsenkirchen Bismarckstraße        (Sp);Ge Bismarckstr;Sp;Betrieb;;20201001;;3
IEHFD;Herford                             (Sp);Herford;Sp;Betrieb;;20030101;;3
IEHG;Hagen                               (Uw);Hagen;Uw;Betrieb;;20080101;;3
IEHM;Hamm (Westf)                        (Sp);Hamm;Sp;Betrieb;;20080101;;3
IEHRW;Hamm Rbf Hrw                      (Fwst);Hamm Rbf Hrw;Fwst;Betrieb;;20080101;;3
IEKC;Kirchhellen                         (Sw);Kirchhellen;Sw;Betrieb;;20040625;;0
IEKV;Kattenvenne                         (Ks);Kattenvenne;Ks;Betrieb;;20030101;;3
IEKVM;Kattenvenne                        (OLA);Kattenvenne;Fwst;Betrieb;;20080101;;3
IELU;Lünen                               (Sp);Lünen;Sp;Betrieb;;20080101;;3
IELUK;Lünen                               (Kw);Lünen;Kw;Betrieb;;20080101;;3
IELUM;Lünen                              (Ola);Lünen;Fwst;Betrieb;;20080101;;3
IEMHM;Mehrhoog                           (Ola);Mehrhoog;Fwst;Betrieb;;20080101;;3
IEMHO;Mehrhoog                            (Uw);Mehrhoog;Uw;Betrieb;;20080101;;3
IEMLR;Mülheim (Ruhr)                      (Sp);Mülheim;Sp;Betrieb;;20080101;;3
IEMSI;Marl                                (Uw);Marl;Uw;Betrieb;;20201001;;3
IEMSM;Münster                            (Ola);Münster;Fwst;Betrieb;;20200401;;3
IEMST;Münster (Westf)                     (Uw);Münster;Uw;Betrieb;;20080101;;3
IEOB;Oberhausen                          (Sp);Oberhausen;Sp;Betrieb;;20030101;;3
IEOEL;Oelde                               (Uw);Oelde;Uw;Betrieb;;20030101;;3
IERUD;Rudersdorf (Kr Siegen)              (Uw);Rudersdorf;Uw;Betrieb;;20030101;;3
IERUT;Rudersdorf-Tunnel                 (Olsp);Rudersdorf-T;Fwst;Betrieb;;20060101;;0
IESOT;Soest                               (Sp);Soest;Sp;Betrieb;;20030101;;3
IESW;Siegen-Weidenau                     (Sp);Siegen-Weidenau;Sp;Betrieb;;20080101;;3
IEUN;Unna                                (Sp);Unna;Sp;Betrieb;;20030101;;3
IEWAN;Wanne-Eickel                        (Sp);Wanne-Eickel;Sp;Betrieb;;20201001;;3
IEWES;Wesel                               (Sp);Wesel;fb-Sp;Planung;;20210501;;0
IEWSE;Welschen-Ennest                     (Ks);Welschen-Ennest;Ks;Betrieb;;20080101;;3
IFAMF;Neustadt Ammerich/Fernthal Tunnel (Olsp);Ammerich Tunnel;Fwst;Betrieb;;20060715;;0
IFB;Bebra                               (Uw);Bebra;Uw;Betrieb;;20030101;;5
IFB51;FBKA 51 - Pasing;fBKA 51-Pasing;fBKA;Betrieb;;20200401;;7
IFB52;FBKA 52 - Röblingen am See;fBKA 52-Röbling;fBKA;Betrieb;;20200401;;4
IFBGN;Bingen (Rhein)                      (Uw);Bingen (Rh);Uw;Betrieb;;20030101;;5
IFBH;Bensheim                            (Ks);Bensheim;Ks;Betrieb;;20030101;;5
IFBL;Biblis                              (Uw);Biblis;Uw;Betrieb;;20030101;;5
IFBOK;Borken (Hess)                       (Uw);Borken(Hess);Uw;Betrieb;;20030101;;5
IFBRM;Breckenheim                         (Sp);Breckenheim;Sp;Betrieb;;20080101;;5
IFBRT;Bebenroth Tunnel (OLSP);Bebenroth Tunnel;Fwst;Betrieb;;20201001;;2
IFBUS;Dreieich-Buchschlag                 (Sp);Dreieich-Buch;Sp;Betrieb;;20030101;;5
IFDB;Dernbach Tunnel                   (Olsp);Dernbach Tunnel;Fwst;Betrieb;;20051109;;0
IFEB;Elzer Berg-Tunnel                 (Olsp);Elzer Berg-T;Fwst;Betrieb;;20200401;;5
IFED;Eddersheim                          (Sp);Eddersheim;Sp;Betrieb;;20080101;;5
IFEPS;Eppstein Schulwald-Tunnel         (Olsp);Schulwald-T;Fwst;Betrieb;;20200401;;5
IFF;Frankfurt (Main) Hbf                (Sp);Frankfurt(M);Sp;Betrieb;;20030101;;5
IFF F;Frankfurt (Main) F-Bahn             (Sp);Ffm F-Bahn;Sp;Betrieb;;20091121;;5
IFF S;Frankfurt (Main) S-Bahn             (Sp);Ffm S-Bahn;Sp;Betrieb;;20091126;;5
